optim,n_functions,time,n_relations,size_max
2,6,0.4903714656829834,15,10
3,6,0.5382368564605713,15,10
0,7,0.48210954666137695,15,10
1,7,0.4896383285522461,15,10
2,7,0.4813873767852783,15,10
3,7,0.6070883274078369,15,10
0,8,0.5681667327880859,15,10
1,8,0.5555434226989746,15,10
2,8,0.6841158866882324,15,10
3,8,0.728959321975708,15,10
0,9,0.6315591335296631,15,10
1,9,0.617621660232544,15,10
2,9,0.7107579708099365,15,10
3,9,0.7782232761383057,15,10
0,10,0.6906907558441162,15,10
1,10,0.6832125186920166,15,10
2,10,0.7943484783172607,15,10
3,10,0.8570010662078857,15,10
0,11,1.3285267353057861,15,10
1,11,1.3917298316955566,15,10
2,11,1.3437526226043701,15,10
3,11,1.3858742713928223,15,10
0,12,2.1404311656951904,15,10
1,12,2.1036877632141113,15,10
2,12,2.048459768295288,15,10
3,12,2.320451498031616,15,10
0,13,3.009526014328003,15,10
1,13,2.882324457168579,15,10
2,13,2.121039390563965,15,10
3,13,2.434636116027832,15,10
0,14,4.792774677276611,15,10
1,14,4.816161870956421,15,10
2,14,4.677835702896118,15,10
3,14,3.95194673538208,15,10
0,15,8.252208232879639,15,10
1,15,8.270915508270264,15,10
2,15,7.880903482437134,15,10
3,15,6.336211919784546,15,10
0,16,9.071134805679321,15,10
1,16,8.733002662658691,15,10
2,16,6.853865623474121,15,10
3,16,7.033035516738892,15,10
0,17,11.22175407409668,15,10
1,17,11.218571901321411,15,10
2,17,8.892821550369263,15,10
3,17,8.939878463745117,15,10
0,18,16.530715942382812,15,10
1,18,16.045330286026,15,10
2,18,13.043017387390137,15,10
3,18,13.883488178253174,15,10
0,19,21.670199871063232,15,10
1,19,21.662877321243286,15,10
2,19,17.806947946548462,15,10
3,19,17.941505908966064,15,10
0,20,23.64948344230652,15,10
1,20,24.04706120491028,15,10
2,20,21.18799376487732,15,10
3,20,23.199610471725464,15,10
0,21,35.26375675201416,15,10
1,21,32.84058618545532,15,10
2,21,24.8937029838562,15,10
3,21,19.587305545806885,15,10
0,22,38.61441349983215,15,10
1,22,39.38950538635254,15,10
2,22,30.935943365097046,15,10
3,22,31.598342657089233,15,10
0,23,43.731019020080566,15,10
1,23,44.253986120224,15,10
2,23,36.99380707740784,15,10
3,23,35.277812480926514,15,10
0,24,50.2221155166626,15,10
1,24,52.27282452583313,15,10
2,24,40.995999813079834,15,10
3,24,40.80731987953186,15,10
0,25,48.69699668884277,15,10
1,25,48.7873797416687,15,10
2,25,40.73372721672058,15,10
3,25,40.95778489112854,15,10
0,26,69.00384902954102,15,10
1,26,61.01392102241516,15,10
2,26,47.79405975341797,15,10
3,26,49.261433839797974,15,10
0,27,60.19115877151489,15,10
1,27,58.98796057701111,15,10
2,27,49.137893199920654,15,10
3,27,47.134252309799194,15,10
0,28,74.24242377281189,15,10
1,28,75.85257601737976,15,10
2,28,57.529038190841675,15,10
3,28,58.336960554122925,15,10
0,29,88.81995034217834,15,10
1,29,90.39394474029541,15,10
2,29,73.10296487808228,15,10
3,29,71.72943878173828,15,10
0,30,97.56415748596191,15,10
1,30,97.70151925086975,15,10
2,30,76.50514841079712,15,10
3,30,77.7150366306305,15,10
0,31,101.72701263427734,15,10
1,31,101.48036432266235,15,10
2,31,84.45743441581726,15,10
3,31,79.55237364768982,15,10
0,32,108.71738862991333,15,10
1,32,108.20215606689453,15,10
2,32,83.48436164855957,15,10
3,32,86.33009743690491,15,10
0,33,129.10616517066956,15,10
1,33,129.39936470985413,15,10
2,33,107.64081692695618,15,10
3,33,103.67241787910461,15,10
0,34,135.53790068626404,15,10
1,34,136.0518569946289,15,10
2,34,105.36119508743286,15,10
3,34,105.97281312942505,15,10
0,35,139.8692021369934,15,10
1,35,135.75955414772034,15,10
2,35,107.76208567619324,15,10
3,35,108.16282486915588,15,10
